Sample,Sample protolith type,U-Pb data? (Yes/No),Used in MDS?,Lu-Hf data? (Yes/No),Country,Region,Domain,Group/Strat unit,Lithology,Longitude,Latitude,Location method,Analytical method,Mineral,Reference,DOI URL,age,ageerr,
S?404A,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,76.55361111,10.92416667,,,zircon,"Ghosh et al., 2004",,1643,10,
I06-06,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,76.877222,9.012222,,,zircon,Vijaya Kumar et al 2017,,1842,14,
Ind-1,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,Charnockite,76.90555556,8.701111111,,,zircon,Kroner 2012,,1881,14,
TNT-06-50,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,76.880000,8.780556,,,zircon,Vijaya Kumar et al 2017,,1966,22,
TNT-06-101,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,77.393611,8.198333,,,zircon,Vijaya Kumar et al 2017,,1978,10,
S?361A,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,76.88583333,9.114166667,,,zircon,"Ghosh et al., 2004",,1996,20,
IND12-006B,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,Garnet bearing leucogranite,,,,,zircon,"Clark et al., in review",,2012,53,
IND12-005B,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,Garnet bearing leucogranite,,,,,zircon,"Clark et al., in review",,2027,41,
IND12-006C,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,Garnet bearing leucogranite,,,,,zircon,"Clark et al., in review",,2029,65,
TNT-06-96,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,77.507222,8.238611,,,zircon,Vijaya Kumar et al 2017,,2034,14,
IND12-004B,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,Garnet bearing leucogranite,,,,,zircon,"Clark et al., in review",,2039,20,
IND12-006A,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,Garnet bearing leucogranite,,,,,zircon,"Clark et al., in review",,2042,45,
SI10-53,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,leucosome,78.15327778,11.12430556,,,zircon,Plavsa 2015,,2442,26,
S?236,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,78.065,10.9075,,,zircon,"Ghosh et al., 2004",,2442,13,
TNT-05-85,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,76.691111,10.051944,,,zircon,Vijaya Kumar et al 2017,,2459,7,
SI10-77,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,pegmatite,78.08527778,11.02297222,,,zircon,Plavsa 2015,,2499,21,
I05-80,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,Quartz diorite,77.52511111,10.988,,,zircon,Plavsa 2012,,2500,50,
S?273,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,77.61305556,11.53055556,,,zircon,"Ghosh et al., 2004",,2500,100,
I06-89,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,Granodiorite,77.5485,10.36130556,,,zircon,Plavsa 2012,,2501,19,
I06-88,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,Granodiorite,77.5485,10.36130556,,,zircon,Plavsa 2012,,2504,20,
S?130M,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,78.20111111,11.32777778,,,zircon,"Ghosh et al., 2004",,2507,5.4,
S?416,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,77.04444444,9.738888889,,,zircon,"Ghosh et al., 2004",,2511,27,
S?220,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,78.2425,23.165,,,zircon,"Ghosh et al., 2004",,2512,2,
TN-29,Magmatic,Yes,No,No,India,India - Southern Granulite Terrane,Southern Granulite Terrane,quarry near Alathurgate,Leucogranite,78.827330,11.141160,Reported,ICP-MS,Zircon,Glorie et al. 2014,http://dx.doi.org/10.1016/j.precamres.2014.05.017,2518,12,
I05-49,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,Granodiorite,77.96461111,10.83719444,,,zircon,Plavsa 2012,,2520,17,
2S,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,76.96027778,11.2775,,,zircon,"Ghosh et al., 2004",,2520,100,
G?5,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,76.96027778,11.2775,,,zircon,"Ghosh et al., 2004",,2520,100,
GM?4,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,76.96027778,11.2775,,,zircon,"Ghosh et al., 2004",,2520,100,
TN-34,Magmatic,Yes,No,Yes,India,India - Southern Granulite Terrane,Palghat Cauvery Shear System,Tiruvannamalai hills,Granite,79.051280,12.227900,Reported,ICP-MS,Zircon,Glorie et al. 2014,http://dx.doi.org/10.1016/j.precamres.2014.05.017,2523,22,
MN4,Magmatic,No,No,Yes,India,India - Southern Granulite Terrane,Palghat Cauvery Shear System, ,felsic volcanic,76.747278,11.113472,Reported,ICP-MS,Zircon,Praveen et al. 2014,http://dx.doi.org/10.1016/j.gr.2013.08.004,2523,41,
I06-74,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,Quartz monzonite,77.65605556,10.00813889,,,zircon,Plavsa 2012,,2525,25,
I05-84,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,Granodiorite,76.95005556,10.27694444,,,zircon,Plavsa 2012,,2527,8,
S?27A,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,78.13833333,11.62555556,,,zircon,"Ghosh et al., 2004",,2528,4,
I06-129,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,78.000000,13.000000,No idea,,zircon,"Clark et al., 2009",,2529,7,
TN-20,Magmatic,Yes,No,Yes,India,India - Southern Granulite Terrane,Palghat Cauvery Shear System,Near Yercaud,Grt-bearing,78.192500,11.774990,Reported,ICP-MS,Zircon,Glorie et al. 2014,http://dx.doi.org/10.1016/j.precamres.2014.05.017,2530,15,
TN-18,Magmatic,Yes,No,No,India,India - Southern Granulite Terrane,Palghat Cauvery Shear System,Near Salem,Charnockite,78.147680,11.605650,Reported,ICP-MS,Zircon,Glorie et al. 2014,http://dx.doi.org/10.1016/j.precamres.2014.05.017,2531,10,
TN-38,Magmatic,Yes,No,No,India,India - Southern Granulite Terrane,Palghat Cauvery Shear System,Vedhagiriswarar hill,Charnockite,80.057170,12.613190,Reported,ICP-MS,Zircon,Glorie et al. 2014,http://dx.doi.org/10.1016/j.precamres.2014.05.017,2531,9,
SI10-24,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,granodioritic gneiss,78.23136111,11.40586111,,,zircon,Plavsa 2015,,2534,17,
S?130,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,78.20111111,11.32777778,,,zircon,"Ghosh et al., 2004",,2537,0.7,
I06-128,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,78.000000,13.000000,No idea,,zircon,"Clark et al., 2009",,2538,6,
TN-31,Magmatic,Yes,No,Yes,India,India - Southern Granulite Terrane,Palghat Cauvery Shear System,Near Gingee fortress,Charnockite (granodioritic),79.449230,12.254500,Reported,ICP-MS,Zircon,Glorie et al. 2014,http://dx.doi.org/10.1016/j.precamres.2014.05.017,2540,10,
MN3,Magmatic,No,No,Yes,India,India - Southern Granulite Terrane,Palghat Cauvery Shear System, ,felsic volcanic,76.747278,11.113472,Reported,ICP-MS,Zircon,Praveen et al. 2014,http://dx.doi.org/10.1016/j.gr.2013.08.004,2542,65,
MN1,Magmatic,No,No,Yes,India,India - Southern Granulite Terrane,Palghat Cauvery Shear System, ,felsic volcanic,76.747278,11.113472,Reported,ICP-MS,Zircon,Praveen et al. 2014,http://dx.doi.org/10.1016/j.gr.2013.08.004,2558,36,
TN-28,Magmatic,Yes,No,Yes,India,India - Southern Granulite Terrane,Southern Granulite Terrane,Tiruchirappalli,Granite,78.698230,10.827460,Reported,ICP-MS,Zircon,Glorie et al. 2014,http://dx.doi.org/10.1016/j.precamres.2014.05.017,2683,12,
I06-87,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,Granodiorite,77.57397222,10.34094444,,,zircon,Plavsa 2012,,2689,26,
TN-16,Magmatic,Yes,No,Yes,India,India - Southern Granulite Terrane,Palghat Cauvery Shear System,A. Pallipatti quarry,Charnockite (dioritic),78.395000,11.919190,Reported,ICP-MS,Zircon,Glorie et al. 2014,http://dx.doi.org/10.1016/j.precamres.2014.05.017,2758,16,
S?117,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,78.19916667,11.13222222,,,zircon,"Ghosh et al., 2004",,2900,100,
Ind55d,Magmatic,No,,No,India,India - Dharwar Craton,Western Dharwar Craton,,,76.08333333,12.90916667,Reported,,zircon,"Jayananda et al., 2015",,3231,8,
Ind55c,Magmatic,No,,No,India,India - Dharwar Craton,Western Dharwar Craton,,,76.07444444,12.91472222,Reported,,zircon,"Jayananda et al., 2015",,3276,4,
GUN1A,Magmatic,No,,No,India,India - Dharwar Craton,Western Dharwar Craton,,,76.33805556,12.74222222,Reported,,zircon,"Jayananda et al., 2015",,3103,15,
HL5A,Magmatic,No,,No,India,India - Dharwar Craton,Western Dharwar Craton,,,76.16805556,12.88,Reported,,zircon,"Jayananda et al., 2015",,3103,7,
Ind54b,Magmatic,No,,No,India,India - Dharwar Craton,Western Dharwar Craton,,,76.49805556,12.93,Reported,,zircon,"Jayananda et al., 2015",,3091,12,
HL1A,Magmatic,No,,No,India,India - Dharwar Craton,Western Dharwar Craton,,,76.10277778,12.86805556,Reported,,zircon,"Jayananda et al., 2015",,3206,11,
Ind57b,Magmatic,No,,No,India,India - Dharwar Craton,Western Dharwar Craton,,,75.08472222,12.95,Reported,,zircon,"Jayananda et al., 2015",,3348,4,
Ind480,Magmatic,No,,No,India,India - Dharwar Craton,Western Dharwar Craton,,,75.83277778,13.28694444,Reported,,zircon,"Jayananda et al., 2015",,3153,4,
Z16-26,Magmatic,Yes,,Yes,Africa,Africa - Tanzania Craton,Chewore-Rufunsa Terrane,,Quartz-K feldspar-Biotite-Garnet gneiss,29.98638889,-14.98583333,,,zircon,"Alessio et al., 2019",,2035,25,
Z16-27,Magmatic,Yes,,Yes,Africa,Africa - Tanzania Craton,Chewore-Rufunsa Terrane,,Plagioclase-Quartz-Biotite gneiss,29.98638889,-14.98583333,,,zircon,"Alessio et al., 2019",,2000,9,
Z16-33,Magmatic,Yes,,Yes,Africa,Africa - Tanzania Craton,Nyimba Sinda Terrane,,Granite,31.53583333,-14.30166667,,,zircon,"Alessio et al., 2019",,498,3,
Z16-50,Magmatic,Yes,,No,Africa,Africa - Tanzania Craton,Nyimba Sinda Terrane,,Granite,31.69666667,-14.23555556,,,zircon,"Alessio et al., 2019",,498,3,
Z16-40,Magmatic,Yes,,Yes,Africa,Africa - Tanzania Craton,Chipata Terrane,,Quartz-K feldspar-Plagioclase-Garnet gneiss,32.48916667,-13.70694444,,,zircon,"Alessio et al., 2019",,2009,30,
Z16-41,Magmatic,Yes,,Yes,Africa,Africa - Tanzania Craton,Chipata Terrane,,Clinopyroxene charnockite,32.54916667,-13.67305556,,,zircon,"Alessio et al., 2019",,1040,5,
Z16-42,Magmatic,Yes,,Yes,Africa,Africa - Tanzania Craton,Chipata Terrane,,Clinopyroxene-Garnet charnockite,32.54916667,-13.67305556,,,zircon,"Alessio et al., 2019",,1039,6,
Z16-45,Magmatic,Yes,,No,Africa,Africa - Tanzania Craton,Chipata Terrane,,Biotite granite,32.37277778,-13.88138889,,,zircon,"Alessio et al., 2019",,1050,150,
PD17-1,Magmatic,No,,Yes,India,India - Dharwar Craton,,Madapatna Quarry,Granitoid Gneiss,77.35293333,12.93823333,,,zircon,"Pavan et al., unpublished",,2562,,
PD17-21,Magmatic,No,,Yes,India,India - Dharwar Craton,,Sankanahalli,Granitoid Gneiss,76.7122,12.788,,,zircon,"Pavan et al., unpublished",,2991,,
PD17-27,Magmatic,No,,Yes,India,India - Dharwar Craton,,Vaderahalli,Granitoid Gneiss ,76.75573333,12.92885,,,zircon,"Pavan et al., unpublished",,3000,,
PD17-32,Magmatic,No,,Yes,India,India - Dharwar Craton,,"Hulikere, Melukote",Granitoid Gneiss,76.63278333,12.62553333,,,zircon,"Pavan et al., unpublished",,3217,,
PD17-38,Magmatic,No,,Yes,India,India - Dharwar Craton,,Singanahalli Gate,Granitoid Gneiss,76.48961667,12.7363,,,zircon,"Pavan et al., unpublished",,3112,,
PD17-44,Magmatic,No,,Yes,India,India - Dharwar Craton,,Singanahalli village,Granitoid Gneiss,76.37251667,12.59771667,,,zircon,"Pavan et al., unpublished",,3190,,
PD17-48,Magmatic,No,,Yes,India,India - Dharwar Craton,,Arakere road,Granitoid Gneiss,76.15093333,12.77306667,,,zircon,"Pavan et al., unpublished",,3174,,
PD17-49,Magmatic,No,,Yes,India,India - Dharwar Craton,,Gorur town,Granitoid Gneiss,76.06583333,12.83033333,,,zircon,"Pavan et al., unpublished",,3191,,
PD17-56,Magmatic,No,,Yes,India,India - Dharwar Craton,,Javenahalli,Granitoid Gneiss,76.08125,12.92985,,,zircon,"Pavan et al., unpublished",,3302,,
PD18-1,Magmatic,No,,Yes,India,India - Dharwar Craton,,Bilagi,Bt-Granite,75.61198,16.33885,,,zircon,"Pavan et al., unpublished",,2613,,
PD18-101,Magmatic,No,,Yes,India,India - Dharwar Craton,,,Augen gneiss,77.28368,13.17818,,,zircon,"Pavan et al., unpublished",,2545,,
PD18-104,Magmatic,No,,Yes,India,India - Dharwar Craton,,,Banded Gneiss,76.99198,13.54972,,,zircon,"Pavan et al., unpublished",,3301,,
PD18-105,Magmatic,No,,Yes,India,India - Dharwar Craton,,Sira,TTG Gneiss,76.88171,13.72904,,,zircon,"Pavan et al., unpublished",,2600,,
PD18-108,Magmatic,No,,Yes,India,India - Dharwar Craton,,,TTG Gneiss,76.43247,13.89725,,,zircon,"Pavan et al., unpublished",,3232,,
PD18-110,Magmatic,No,,Yes,India,India - Dharwar Craton,,Hosdurga,Bt gneiss,76.35491,13.86205,,,zircon,"Pavan et al., unpublished",,3197,,
PD18-111,Magmatic,No,,Yes,India,India - Dharwar Craton,,Hosdurga,Granitic Gneiss,76.32336,13.77185,,,zircon,"Pavan et al., unpublished",,3221,,
PD18-116,Magmatic,No,,Yes,India,India - Dharwar Craton,,Shimoga,Granite,75.57293,13.90487,,,zircon,"Pavan et al., unpublished",,3211,,
PD18-118,Magmatic,No,,Yes,India,India - Dharwar Craton,,Honnali,TTG Gneiss,75.61265,14.20827,,,zircon,"Pavan et al., unpublished",,3284,,
PD18-120,Magmatic,No,,Yes,India,India - Dharwar Craton,,Thirthahalli,Granitic Gneiss,75.24567,13.67886,,,zircon,"Pavan et al., unpublished",,3153.7,,
PD18-126,Magmatic,No,,Yes,India,India - Dharwar Craton,,Chikamagulur,Granite,75.82401,13.30347,,,zircon,"Pavan et al., unpublished",,3087,,
PD18-27,Magmatic,No,,Yes,India,India - Dharwar Craton,,,TTG melanosome,76.84401,15.13743,,,zircon,"Pavan et al., unpublished",,2722,,
PD18-34,Magmatic,No,,Yes,India,India - Dharwar Craton,,,Grey Granite,76.44863,14.97457,,,zircon,"Pavan et al., unpublished",,2972,,
PD18-37,Magmatic,No,,Yes,India,India - Dharwar Craton,,,Granite,76.36622,14.98212,,,zircon,"Pavan et al., unpublished",,2566,,
PD18-39,Magmatic,No,,Yes,India,India - Dharwar Craton,,,Amphibole Granite,76.98873,15.13962,,,zircon,"Pavan et al., unpublished",,2682,,
PD18-44,Magmatic,No,,Yes,India,India - Dharwar Craton,,,Grey Bt Granite,77.22908,14.97192,,,zircon,"Pavan et al., unpublished",,2665,,
PD18-45,Magmatic,No,,Yes,India,India - Dharwar Craton,,,Bt Granite,77.27879,14.893,,,zircon,"Pavan et al., unpublished",,2676,,
PD18-47,Magmatic,No,,Yes,India,India - Dharwar Craton,,,TTG melanosome,77.51852,14.72877,,,zircon,"Pavan et al., unpublished",,2620,,
PD18-54,Magmatic,No,,Yes,India,India - Dharwar Craton,,,Banded Gneiss,77.56143,14.32158,,,zircon,"Pavan et al., unpublished",,2627,,
